,Join
17592,105234
17593,103285
17594,101148
17595,117814
17596,117816
17597,110447
17598,117817
17599,107616
17600,108341
17601,118572
17602,108342
17603,108193
17604,108348
17605,108194
17606,108349
17607,107599
17608,108350
17609,110448
17610,112282
17611,109179
17612,109181
17613,117753
17614,107458
17615,108351
17616,109187
17617,109189
17618,92655
17619,110449
17620,108353
17621,94867
17622,112285
17623,101852
17624,117743
17625,109191
17626,109192
17627,109193
17628,109194
17629,110451
17630,109197
17631,109198
17632,117818
17633,117819
17634,117820
17635,117821
17636,117822
17637,117823
17638,117824
17639,117826
17640,117827
17641,112164
17642,112165
17643,49108
17644,117828
17645,98072
17646,105813
17647,104047
17648,117829
17649,101700
17650,94485
17651,101685
17652,101684
17653,106070
17654,105854
17655,98070
17656,105280
17657,94479
17658,101687
17659,94412
17660,50345
17661,75594
17662,92790
17663,95685
17664,92495
17665,101743
17666,103424
17667,105747
17668,105785
17669,103481
17670,108360
17671,108363
17672,108362
17673,97976
17674,108365
17675,105634
17676,108367
17677,115343
17678,108368
17679,103212
17680,108369
17681,108371
17682,93913
17683,108372
17684,102054
17685,108373
17686,109200
17687,94478
17688,95410
17689,109201
17690,109203
17691,101731
17692,101725
17693,103457
17694,95928
17695,109204
17696,108375
17697,92659
17698,108376
17699,108380
17700,26410
17701,26411
17702,91572
17703,97859
17704,108382
17705,108383
17706,108384
17707,108388
17708,98560
17709,68231
17710,91704
17711,108390
17712,108391
17713,101649
17714,108392
17715,117316
17716,108394
17717,94498
17718,108395
17719,92843
17720,117317
17721,117318
17722,99309
17723,103748
17724,117320
17725,109206
17726,112168
17727,110459
17728,112169
17729,108396
17730,112170
17731,112176
17732,108397
17733,96280
17734,95498
17735,108398
17736,112178
17737,108401
17738,92733
17739,96803
17740,100785
17741,108403
17742,98115
17743,98967
17744,101064
17745,107525
17746,108410
17747,96006
17748,108411
17749,108412
17750,95180
17751,108413
17752,93521
17753,98075
17754,105022
17755,108414
17756,106492
17757,118580
17758,100017
17759,98789
17760,104840
17761,94534
17762,99142
17763,105386
17764,108404
17765,109208
17766,91766
17767,105936
17768,106060
17769,108405
17770,99923
17771,99837
17772,99438
17773,103512
17774,108408
17775,108409
17776,94481
17777,105312
17778,106575
17779,28783
17780,28785
17781,108415
17782,103393
17783,98082
17784,96207
17785,98098
17786,103360
17787,101710
17788,94535
17789,98090
17790,108416
17791,95876
17792,99912
17793,101864
17794,99911
17795,92897
17796,94585
17797,112180
17798,94487
17799,96441
17800,98153
17801,108420
17802,101289
17803,108419
17804,2334
17805,15433
17806,105757
17807,98058
17808,117840
17809,117843
17810,101761
17811,108425
17812,108427
17813,99920
17814,109222
17815,97458
17816,94533
17817,98236
17818,99925
17819,101738
17820,92768
17821,94640
17822,96267
17823,98235
17824,105434
17825,107947
17826,108428
17827,108423
17828,103536
17829,91471
17830,105359
17831,107506
17832,107433
17833,103305
17834,96164
17835,105409
17836,108328
17837,95726
17838,100048
17839,98202
17840,100595
17841,101899
17842,94530
17843,101152
17844,103578
17845,99813
17846,92228
17847,101814
17848,92697
17849,93978
17850,98204
17851,97972
17852,98269
17853,99707
17854,99811
17855,101877
17856,103357
17857,104904
17858,112189
17859,100005
17860,100598
17861,97802
17862,101773
17863,99574
17864,105282
17865,105715
17866,101905
17867,95672
17868,92934
17869,99581
17870,15316
17871,7213
17872,95582
17873,92740
17874,94469
17875,96246
17876,99540
17877,99857
17878,99856
17879,99652
17880,98048
17881,99861
17882,101461
17883,92608
17884,97748
17885,101542
17886,94531
17887,101699
17888,104763
17889,112194
17890,103120
17891,91265
17892,112195
17893,112198
17894,97508
17895,96410
17896,117847
17897,100582
17898,112199
17899,112200
17900,99913
17901,101746
17902,103456
17903,103561
17904,105469
17905,101775
17906,94406
17907,97805
17908,99625
17909,96614
17910,96242
17911,103428
17912,92702
17913,105363
17914,109226
17915,109227
17916,109228
17917,108430
17918,97996
17919,91352
17920,103506
17921,103749
17922,94432
17923,14966
17924,24122
17925,94758
17926,103461
17927,104948
17928,108432
17929,112214
17930,112215
17931,112216
17932,91320
17933,112217
17934,117850
17935,117851
17936,112220
17937,117852
17938,117856
17939,101999
17940,117857
17941,112223
17942,117858
17943,117859
17944,117860
17945,117861
17946,101631
17947,91930
17948,92437
17949,94781
17950,92489
17951,98064
17952,98065
17953,17928
17954,92383
17955,98067
17956,98399
17957,94289
17958,99354
17959,104672
17960,108438
17961,108439
17962,112234
17963,112235
17964,112236
17965,112237
17966,112238
17967,105283
17968,112239
17969,112240
17970,112241
17971,112242
17972,117869
17973,94529
17974,97599
17975,103183
17976,109304
17977,117872
17978,105186
17979,117786
17980,112229
17981,104973
17982,117787
17983,109307
17984,92409
17985,102040
17986,92262
17987,93107
17988,94018
17989,102032
17990,104439
17991,108440
17992,96345
17993,112230
17994,94465
17995,99853
17996,104431
17997,112231
17998,103274
17999,96243
18000,96274
18001,108442
18002,99135
18003,113458
18004,103116
18005,104888
18006,113459
18007,95408
18008,100817
18009,104411
18010,91945
18011,104661
18012,92152
18013,99146
18014,112243
18015,112246
18016,99151
18017,96643
18018,102616
18019,105225
18020,112247
18021,100884
18022,112248
18023,112250
18024,117902
18025,95420
18026,99087
18027,63973
18028,47386
18029,93915
18030,95480
18031,46774
18032,92161
18033,95588
18034,50688
18035,45937
18036,66695
18037,101035
18038,102825
18039,102974
18040,104518
18041,102044
18042,55473
18043,64810
18044,104616
18045,53682
18046,68124
18047,101600
18048,91397
18049,96486
18050,103761
18051,94368
18052,92267
18053,94421
18054,100836
18055,103149
18056,103122
18057,108443
18058,104025
18059,99844
18060,98725
18061,99116
18062,104740
18063,101190
18064,108444
18065,94400
18066,117873
18067,117874
18068,117877
18069,112256
18070,117878
18071,117879
18072,117880
18073,117881
18074,117882
18075,103767
18076,113460
18077,113462
18078,117883
18079,117884
18080,118137
18081,117885
18082,117886
18083,66949
18084,60631
18085,57396
18086,103775
18087,94685
18088,51635
18089,92937
18090,92939
18091,98276
18092,101923
18093,94692
18094,94705
18095,101933
18096,98293
18097,100091
18098,101256
18099,96492
18100,100082
18101,101928
18102,92946
18103,68230
18104,55498
18105,60629
18106,94716
18107,59363
18108,64304
18109,43886
18110,92972
18111,92974
18112,94715
18113,96521
18114,98301
18115,61160
18116,41650
18117,56672
18118,94678
18119,92944
18120,40008
18121,92949
18122,57066
18123,56546
18124,43928
18125,91236
18126,55488
18127,57235
18128,91245
18129,94717
18130,45857
18131,67640
18132,94710
18133,66956
18134,91261
18135,46191
18136,42098
18137,59361
18138,98300
18139,101935
18140,101911
18141,57246
18142,65224
18143,92943
18144,91235
18145,103169
18146,103611
18147,97832
18148,92952
18149,92953
18150,91591
18151,92957
18152,96504
18153,94704
18154,94703
18155,94709
18156,93355
18157,94022
18158,96514
18159,96418
18160,97535
18161,97532
18162,93343
18163,97555
18164,101942
18165,92251
18166,91599
18167,92224
18168,96883
18169,102265
18170,105301
18171,108445
18172,103619
18173,91241
18174,113501
18175,103081
18176,113502
18177,94689
18178,113503
18179,98291
18180,91244
18181,92960
18182,94240
18183,61868
18184,94698
18185,113504
18186,91251
18187,98299
18188,113505
18189,94706
18190,91263
18191,91262
18192,96510
18193,103233
18194,99414
18195,100911
18196,92283
18197,96511
18198,102712
18199,113508
18200,113509
18201,118138
18202,100089
18203,100090
18204,113510
18205,94697
18206,113511
18207,92973
18208,53864
18209,91260
18210,94719
18211,94718
18212,59327
18213,40057
18214,50387
18215,68325
18216,12256
18217,11504
18218,43832
18219,61604
18220,94700
18221,51586
18222,54269
18223,42633
18224,40734
18225,46519
18226,55457
18227,65378
18228,14837
18229,94712
18230,92965
18231,91925
18232,1093
18233,91936
18234,17098
18235,19004
18236,47704
18237,56055
18238,64425
18239,51606
18240,65842
18241,39973
18242,40730
18243,43848
18244,49912
18245,51612
18246,65294
18247,50033
18248,59367
18249,60162
18250,61562
18251,55423
18252,94720
18253,49988
18254,66884
18255,91264
18256,96508
18257,98312
18258,100100
18259,113526
18260,113527
18261,57588
18262,42599
18263,44592
18264,92963
18265,96261
18266,98304
18267,103425
18268,66948
18269,100105
18270,42214
18271,63285
18272,61632
18273,43881
18274,118547
18275,43900
18276,53823
18277,61566
18278,49829
18279,53938
18280,100106
18281,53758
18282,59339
18283,42213
18284,63272
18285,113528
18286,104942
18287,106079
18288,113530
18289,45990
18290,94385
18291,113536
18292,113537
18293,117380
18294,118549
18295,26426
18296,117381
18297,101951
18298,94724
18299,98195
18300,98328
18301,98329
18302,100117
18303,94737
18304,96548
18305,91292
18306,100470
18307,94745
18308,93005
18309,100126
18310,100123
18311,101962
18312,98353
18313,91312
18314,101971
18315,94766
18316,91324
18317,96566
18318,101986
18319,93032
18320,103698
18321,42470
18322,43871
18323,94732
18324,98322
18325,96538
18326,91267
18327,91268
18328,92978
18329,98345
18330,97857
18331,103427
18332,97497
18333,98346
18334,98331
18335,93004
18336,94499
18337,94740
18338,94741
18339,98348
18340,101206
18341,91301
18342,93022
18343,101961
18344,91306
18345,98350
18346,98351
18347,100138
18348,94759
18349,101983
18350,100144
18351,96558
18352,100143
18353,98363
18354,98364
18355,94747
18356,100145
18357,101993
18358,100157
18359,113544
18360,113545
18361,96528
18362,103647
18363,100111
18364,98316
18365,109216
18366,113551
18367,104193
18368,96529
18369,109221
18370,113560
18371,117386
18372,117387
18373,99743
18374,100116
18375,113561
18376,113552
18377,113553
18378,62011
18379,63148
18380,94744
18381,95649
18382,101965
18383,52330
18384,43746
18385,91294
18386,101957
18387,102360
18388,105245
18389,113556
18390,93003
18391,96540
18392,96542
18393,113558
18394,113559
18395,98198
18396,98676
18397,98354
18398,94755
18399,101960
18400,96860
18401,100009
18402,94764
18403,91309
18404,96390
18405,99941
18406,100142
18407,92837
18408,98376
18409,98382
18410,100154
18411,94776
18412,100160
18413,102198
18414,102719
18415,103710
18416,103712
18417,100112
18418,99741
18419,92991
18420,91272
18421,92993
18422,92992
18423,92994
18424,91274
18425,94734
18426,96527
18427,93001
18428,103652
18429,97932
18430,103680
18431,94751
18432,93018
18433,91303
18434,94754
18435,100135
18436,98355
18437,103700
18438,96536
18439,92998
18440,100115
18441,101955
18442,98327
18443,96555
18444,100137
18445,94760
18446,101978
18447,94761
18448,96557
18449,94765
18450,91297
18451,96551
18452,92971
18453,100107
18454,98317
18455,101595
18456,103655
18457,100119
18458,101949
18459,92980
18460,92981
18461,96546
18462,98342
18463,93011
18464,94743
18465,92174
18466,101972
18467,105246
18468,93016
18469,94774
18470,103706
18471,101966
18472,100130
18473,93039
18474,91327
18475,113568
18476,91328
18477,92990
18478,100113
18479,101020
18480,101021
18481,101953
18482,96535
18483,101954
18484,98073
18485,98326
18486,94735
18487,100129
18488,91295
18489,91285
18490,101956
18491,113576
18492,91286
18493,96262
18494,94739
18495,101959
18496,91304
18497,103693
18498,92772
18499,93028
18500,97719
18501,96568
18502,101979
18503,98377
18504,101995
18505,94736
18506,100109
18507,92984
18508,93010
18509,98344
18510,101963
18511,98347
18512,91293
18513,93012
18514,91287
18515,98339
18516,103558
18517,96544
18518,98349
18519,103364
18520,101514
18521,101969
18522,96553
18523,97886
18524,98194
18525,96556
18526,100141
18527,101970
18528,102864
18529,94750
18530,98362
18531,93030
18532,91325
18533,91326
18534,103273
18535,98305
18536,103330
18537,98307
18538,113592
18539,98306
18540,96549
18541,91296
18542,103685
18543,94746
18544,103686
18545,96550
18546,98334
18547,100121
18548,103678
18549,104026
18550,103674
18551,93006
18552,108507
18553,93023
18554,103694
18555,91307
18556,98356
18557,98357
18558,94757
18559,92556
18560,105379
18561,94725
18562,108508
18563,96520
18564,117906
18565,117907
18566,113606
18567,93078
18568,100150
18569,103703
18570,94769
18571,91321
18572,96563
18573,98403
18574,112270
18575,94779
